2017-04-19 04:53:48.423 : Commitement of Boy19andGirl1
2017-04-19 04:53:48.428 Exception: Girl 1 doesn't get a boyfriend
2017-04-19 04:53:48.428 Exception: Girl 2 doesn't get a boyfriend
2017-04-19 04:53:48.428 : Commitement of Boy1andGirl4
2017-04-19 04:53:48.429 Exception: Girl 4 doesn't get a boyfriend
2017-04-19 04:53:48.429 : Commitement of Boy9andGirl6
2017-04-19 04:53:48.429 Exception: Girl 6 doesn't get a boyfriend
2017-04-19 04:53:48.43 Exception: Girl 7 doesn't get a boyfriend
2017-04-19 04:53:48.43 : Commitement of Boy17andGirl9
2017-04-19 04:53:48.43 Exception: Girl 9 doesn't get a boyfriend
2017-04-19 04:53:48.431 Exception: Girl 10 doesn't get a boyfriend
2017-04-19 04:53:48.431 Exception: Girl 11 doesn't get a boyfriend
2017-04-19 04:53:48.431 Exception: Girl 12 doesn't get a boyfriend
2017-04-19 04:53:48.432 Exception: Girl 13 doesn't get a boyfriend
2017-04-19 04:53:48.432 : Commitement of Boy6andGirl15
2017-04-19 04:53:48.432 : Commitement of Boy3andGirl16
2017-04-19 04:53:48.432 Exception: Girl 16 doesn't get a boyfriend
2017-04-19 04:53:48.432 : Commitement of Boy5andGirl18
2017-04-19 04:53:48.433 : Commitement of Boy4andGirl19
2017-04-19 04:53:48.433 Exception: Girl 19 doesn't get a boyfriend
2017-04-19 04:53:48.433 : Commitement of Boy14andGirl21
2017-04-19 04:53:48.433 : Commitement of Boy32andGirl22
2017-04-19 04:53:48.433 Exception: Girl 22 doesn't get a boyfriend
2017-04-19 04:53:48.434 Exception: Girl 23 doesn't get a boyfriend
2017-04-19 04:53:48.434 : Commitement of Boy24andGirl25
2017-04-19 04:53:48.535 Boy96 gifts Gift39 to Girl6
2017-04-19 04:53:48.535 Boy96 gifts Gift22 to Girl6
2017-04-19 04:53:48.535 Boy96 gifts Gift31 to Girl6
2017-04-19 04:53:48.535 Boy96 gifts Gift50 to Girl6
2017-04-19 04:53:48.535 Boy96 gifts Gift17 to Girl6
2017-04-19 04:53:48.535 Boy96 gifts Gift45 to Girl6
2017-04-19 04:53:48.535 Boy96 gifts Gift9 to Girl6
2017-04-19 04:53:48.535 Boy96 gifts Gift4 to Girl6
2017-04-19 04:53:48.536 Boy98 gifts Gift39 to Girl4
2017-04-19 04:53:48.536 Boy98 gifts Gift22 to Girl4
2017-04-19 04:53:48.536 Boy98 gifts Gift31 to Girl4
2017-04-19 04:53:48.536 Boy98 gifts Gift50 to Girl4
2017-04-19 04:53:48.536 Boy14 gifts Gift39 to Girl21
2017-04-19 04:53:48.536 Boy14 gifts Gift22 to Girl21
2017-04-19 04:53:48.536 Boy14 gifts Gift31 to Girl21
2017-04-19 04:53:48.536 Boy14 gifts Gift50 to Girl21
2017-04-19 04:53:48.536 Boy14 gifts Gift17 to Girl21
2017-04-19 04:53:48.536 Boy3 gifts Gift24 to Girl16
2017-04-19 04:53:48.536 Boy3 gifts Gift19 to Girl16
2017-04-19 04:53:48.536 Boy3 gifts Gift27 to Girl16
2017-04-19 04:53:48.536 Boy3 gifts Gift34 to Girl16
2017-04-19 04:53:48.536 Boy3 gifts Gift14 to Girl16
2017-04-19 04:53:48.537 Boy3 gifts Gift10 to Girl16
2017-04-19 04:53:48.537 Boy3 gifts Gift26 to Girl16
2017-04-19 04:53:48.537 Boy3 gifts Gift37 to Girl16
2017-04-19 04:53:48.537 Boy3 gifts Gift18 to Girl16
2017-04-19 04:53:48.537 Boy3 gifts Gift29 to Girl16
2017-04-19 04:53:48.537 Boy3 gifts Gift1 to Girl16
2017-04-19 04:53:48.537 Boy3 gifts Gift21 to Girl16
2017-04-19 04:53:48.537 Boy3 gifts Gift49 to Girl16
2017-04-19 04:53:48.537 Boy1 gifts Gift24 to Girl15
2017-04-19 04:53:48.537 Boy1 gifts Gift19 to Girl15
2017-04-19 04:53:48.537 Boy1 gifts Gift27 to Girl15
2017-04-19 04:53:48.537 Boy1 gifts Gift34 to Girl15
2017-04-19 04:53:48.537 Boy1 gifts Gift14 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift10 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift26 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift37 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift18 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift29 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift1 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift21 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift49 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift46 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift13 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift47 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift11 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift41 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift16 to Girl15
2017-04-19 04:53:48.538 Boy1 gifts Gift20 to Girl15
2017-04-19 04:53:48.539 Boy1 gifts Gift42 to Girl15
2017-04-19 04:53:48.539 Boy1 gifts Gift35 to Girl15
2017-04-19 04:53:48.539 Boy1 gifts Gift36 to Girl15
2017-04-19 04:53:48.539 Boy9 gifts Gift24 to Girl25
2017-04-19 04:53:48.539 Boy9 gifts Gift19 to Girl25
2017-04-19 04:53:48.539 Boy9 gifts Gift27 to Girl25
2017-04-19 04:53:48.539 Boy9 gifts Gift34 to Girl25
2017-04-19 04:53:48.539 Boy9 gifts Gift14 to Girl25
2017-04-19 04:53:48.539 Boy9 gifts Gift10 to Girl25
2017-04-19 04:53:48.539 Boy9 gifts Gift26 to Girl25
2017-04-19 04:53:48.539 Boy9 gifts Gift37 to Girl25
2017-04-19 04:53:48.539 Boy9 gifts Gift18 to Girl25
2017-04-19 04:53:48.54 Boy9 gifts Gift29 to Girl25
2017-04-19 04:53:48.54 Boy9 gifts Gift1 to Girl25
2017-04-19 04:53:48.54 Boy9 gifts Gift21 to Girl25
2017-04-19 04:53:48.54 Boy9 gifts Gift49 to Girl25
2017-04-19 04:53:48.54 Boy9 gifts Gift46 to Girl25
2017-04-19 04:53:48.54 Boy9 gifts Gift13 to Girl25
2017-04-19 04:53:48.54 Boy9 gifts Gift47 to Girl25
2017-04-19 04:53:48.54 Boy9 gifts Gift11 to Girl25
2017-04-19 04:53:48.54 Boy9 gifts Gift41 to Girl25
2017-04-19 04:53:48.54 Boy9 gifts Gift16 to Girl25
2017-04-19 04:53:48.54 Boy9 gifts Gift20 to Girl25
2017-04-19 04:53:48.54 Boy9 gifts Gift42 to Girl25
2017-04-19 04:53:48.54 Boy9 gifts Gift35 to Girl25
2017-04-19 04:53:48.54 Boy9 gifts Gift36 to Girl25
2017-04-19 04:53:48.541 Boy9 gifts Gift48 to Girl25
2017-04-19 04:53:48.541 Boy9 gifts Gift23 to Girl25
2017-04-19 04:53:48.541 Boy32 gifts Gift24 to Girl22
2017-04-19 04:53:48.541 Boy32 gifts Gift19 to Girl22
2017-04-19 04:53:48.541 Boy32 gifts Gift27 to Girl22
2017-04-19 04:53:48.541 Boy32 gifts Gift34 to Girl22
2017-04-19 04:53:48.541 Boy32 gifts Gift14 to Girl22
2017-04-19 04:53:48.541 Boy32 gifts Gift10 to Girl22
2017-04-19 04:53:48.541 Boy32 gifts Gift26 to Girl22
2017-04-19 04:53:48.542 Boy32 gifts Gift37 to Girl22
2017-04-19 04:53:48.542 Boy32 gifts Gift18 to Girl22
2017-04-19 04:53:48.542 Boy32 gifts Gift29 to Girl22
2017-04-19 04:53:48.542 Boy32 gifts Gift1 to Girl22
2017-04-19 04:53:48.542 Boy32 gifts Gift21 to Girl22
2017-04-19 04:53:48.542 Boy32 gifts Gift49 to Girl22
2017-04-19 04:53:48.542 Boy32 gifts Gift46 to Girl22
2017-04-19 04:53:48.542 Boy32 gifts Gift13 to Girl22
2017-04-19 04:53:48.542 Boy32 gifts Gift47 to Girl22
2017-04-19 04:53:48.543 Boy32 gifts Gift11 to Girl22
2017-04-19 04:53:48.543 Boy32 gifts Gift41 to Girl22
2017-04-19 04:53:48.543 Boy32 gifts Gift16 to Girl22
2017-04-19 04:53:48.543 Boy32 gifts Gift20 to Girl22
2017-04-19 04:53:48.543 Boy32 gifts Gift42 to Girl22
2017-04-19 04:53:48.543 Boy32 gifts Gift35 to Girl22
2017-04-19 04:53:48.543 Boy32 gifts Gift36 to Girl22
2017-04-19 04:53:48.543 Boy32 gifts Gift48 to Girl22
2017-04-19 04:53:48.543 Boy32 gifts Gift23 to Girl22
2017-04-19 04:53:48.543 Boy32 gifts Gift6 to Girl22
2017-04-19 04:53:48.543 Boy32 gifts Gift15 to Girl22
2017-04-19 04:53:48.543 Boy32 gifts Gift40 to Girl22
2017-04-19 04:53:48.543 Boy88 gifts Gift24 to Girl9
2017-04-19 04:53:48.544 Boy88 gifts Gift19 to Girl9
2017-04-19 04:53:48.544 Boy88 gifts Gift27 to Girl9
2017-04-19 04:53:48.544 Boy88 gifts Gift34 to Girl9
2017-04-19 04:53:48.544 Boy88 gifts Gift14 to Girl9
2017-04-19 04:53:48.544 Boy88 gifts Gift10 to Girl9
2017-04-19 04:53:48.544 Boy88 gifts Gift26 to Girl9
2017-04-19 04:53:48.544 Boy88 gifts Gift37 to Girl9
2017-04-19 04:53:48.544 Boy88 gifts Gift18 to Girl9
2017-04-19 04:53:48.544 Boy88 gifts Gift29 to Girl9
2017-04-19 04:53:48.544 Boy88 gifts Gift1 to Girl9
2017-04-19 04:53:48.544 Boy88 gifts Gift21 to Girl9
2017-04-19 04:53:48.544 Boy88 gifts Gift49 to Girl9
2017-04-19 04:53:48.544 Boy88 gifts Gift46 to Girl9
2017-04-19 04:53:48.544 Boy88 gifts Gift13 to Girl9
2017-04-19 04:53:48.545 Boy88 gifts Gift47 to Girl9
2017-04-19 04:53:48.545 Boy88 gifts Gift11 to Girl9
2017-04-19 04:53:48.545 Boy88 gifts Gift41 to Girl9
2017-04-19 04:53:48.545 Boy88 gifts Gift16 to Girl9
2017-04-19 04:53:48.545 Boy88 gifts Gift20 to Girl9
2017-04-19 04:53:48.545 Boy88 gifts Gift42 to Girl9
2017-04-19 04:53:48.545 Boy88 gifts Gift35 to Girl9
2017-04-19 04:53:48.545 Boy88 gifts Gift36 to Girl9
2017-04-19 04:53:48.545 Boy88 gifts Gift48 to Girl9
2017-04-19 04:53:48.545 Boy88 gifts Gift23 to Girl9
2017-04-19 04:53:48.545 Boy19 gifts Gift24 to Girl1
2017-04-19 04:53:48.545 Boy19 gifts Gift19 to Girl1
2017-04-19 04:53:48.545 Boy19 gifts Gift27 to Girl1
2017-04-19 04:53:48.546 Boy19 gifts Gift34 to Girl1
2017-04-19 04:53:48.546 Boy19 gifts Gift14 to Girl1
2017-04-19 04:53:48.546 Boy19 gifts Gift10 to Girl1
2017-04-19 04:53:48.546 Boy19 gifts Gift26 to Girl1
2017-04-19 04:53:48.546 Boy19 gifts Gift37 to Girl1
2017-04-19 04:53:48.546 Boy19 gifts Gift18 to Girl1
2017-04-19 04:53:48.546 Boy19 gifts Gift29 to Girl1
2017-04-19 04:53:48.546 Boy19 gifts Gift1 to Girl1
2017-04-19 04:53:48.546 Boy19 gifts Gift21 to Girl1
2017-04-19 04:53:48.546 Boy19 gifts Gift49 to Girl1
2017-04-19 04:53:48.546 Boy19 gifts Gift46 to Girl1
2017-04-19 04:53:48.546 Boy19 gifts Gift13 to Girl1
2017-04-19 04:53:48.546 Boy19 gifts Gift47 to Girl1
2017-04-19 04:53:48.546 Boy19 gifts Gift11 to Girl1
2017-04-19 04:53:48.547 Boy19 gifts Gift41 to Girl1
2017-04-19 04:53:48.547 Boy19 gifts Gift16 to Girl1
2017-04-19 04:53:48.547 Boy19 gifts Gift20 to Girl1
2017-04-19 04:53:48.547 Boy19 gifts Gift42 to Girl1
2017-04-19 04:53:48.547 Boy19 gifts Gift35 to Girl1
2017-04-19 04:53:48.547 Boy19 gifts Gift36 to Girl1
2017-04-19 04:53:48.547 Boy19 gifts Gift48 to Girl1
2017-04-19 04:53:48.547 Boy19 gifts Gift23 to Girl1
2017-04-19 04:53:48.547 Boy19 gifts Gift6 to Girl1
2017-04-19 04:53:48.547 Boy19 gifts Gift15 to Girl1
2017-04-19 04:53:48.547 Boy19 gifts Gift40 to Girl1
2017-04-19 04:53:48.547 Boy19 gifts Gift30 to Girl1
2017-04-19 04:53:48.547 Boy5 gifts Gift24 to Girl18
2017-04-19 04:53:48.547 Boy5 gifts Gift19 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift27 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift34 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift14 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift10 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift26 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift37 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift18 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift29 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift1 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift21 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift49 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift46 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift13 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift47 to Girl18
2017-04-19 04:53:48.548 Boy5 gifts Gift11 to Girl18
2017-04-19 04:53:48.549 Boy5 gifts Gift41 to Girl18
2017-04-19 04:53:48.549 Boy5 gifts Gift16 to Girl18
2017-04-19 04:53:48.549 Boy5 gifts Gift20 to Girl18
2017-04-19 04:53:48.549 Boy4 gifts Gift24 to Girl19
2017-04-19 04:53:48.549 Boy4 gifts Gift19 to Girl19
2017-04-19 04:53:48.549 Boy4 gifts Gift27 to Girl19
2017-04-19 04:53:48.549 Boy4 gifts Gift34 to Girl19
2017-04-19 04:53:48.549 Boy4 gifts Gift14 to Girl19
2017-04-19 04:53:48.549 Boy4 gifts Gift10 to Girl19
2017-04-19 04:53:48.549 Boy4 gifts Gift26 to Girl19
2017-04-19 04:53:48.549 Boy4 gifts Gift37 to Girl19
2017-04-19 04:53:48.549 Boy4 gifts Gift18 to Girl19
2017-04-19 04:53:48.549 Boy4 gifts Gift29 to Girl19
2017-04-19 04:53:48.549 Boy4 gifts Gift1 to Girl19
2017-04-19 04:53:48.549 Boy4 gifts Gift21 to Girl19
2017-04-19 04:53:48.55 Boy4 gifts Gift49 to Girl19
2017-04-19 04:53:48.55 Boy4 gifts Gift46 to Girl19
2017-04-19 04:53:48.55 Boy4 gifts Gift13 to Girl19
2017-04-19 04:53:48.55 Boy4 gifts Gift47 to Girl19
2017-04-19 04:53:48.55 Boy4 gifts Gift11 to Girl19
2017-04-19 04:53:48.55 Boy4 gifts Gift41 to Girl19
2017-04-19 04:53:48.55 Boy4 gifts Gift16 to Girl19
2017-04-19 04:53:48.55 Exception: Less than 15 couples formed
2017-04-19 04:53:48.551 Exception: Invalid k 
